link_id,도로등급,링크 길이,도로명,시도명,시군구명,읍면동,평일주말,혼잡빈도강도
68560437601,107,0.063,,강원도,속초시,대포동,weekday,90 
69420129602,107,0.095,푸른고개길,강원도,고성군,거진읍,weekday,90 
68580495001,103,0.012,동해대로,강원도,고성군,토성면,weekday,90 
69410318401,103,0.081,동해대로,강원도,고성군,거진읍,weekday,90 
69420270902,107,0.203,거진시장뒷길,강원도,고성군,거진읍,weekday,90 
68570317501,107,0.109,선사로3길,강원도,속초시,조양동,weekday,90 
68570317502,107,0.109,선사로3길,강원도,속초시,조양동,weekday,90 
68570241301,107,0.133,동해대로3950번길,강원도,속초시,청호동,weekday,90 
68580097901,107,0.098,동해대로,강원도,고성군,토성면,weekday,90 
68570067602,107,0.048,조양로118번길,강원도,속초시,조양동,weekday,90 
68571243602,107,0.079,번영로200번길,강원도,속초시,영랑동,weekday,90 
68571335202,107,0.119,청학로,강원도,속초시,교동,weekday,90 
68570593501,107,0.205,미시령로3389번길,강원도,속초시,교동,weekday,90 
68570446202,107,0.058,먹거리2길,강원도,속초시,노학동,weekday,90 
68570455602,107,0.039,먹거리1길,강원도,속초시,노학동,weekday,90 
68570315901,107,0.102,선사로1길,강원도,속초시,조양동,weekday,90 
68570557102,107,0.059,,강원도,속초시,조양동,weekday,90 
69420050102,107,0.124,거진길,강원도,고성군,거진읍,weekday,90 
68570067401,107,0.043,조양로118번길,강원도,속초시,조양동,weekday,90 
68570553002,107,0.058,중앙로187번길,강원도,속초시,동명동,weekday,90 
69410188401,107,0.126,수성로22번길,강원도,고성군,간성읍,weekday,90 
69430045602,107,0.036,마직령길,강원도,고성군,현내면,weekday,90 
68570572202,107,0.108,중앙로55번길,강원도,속초시,교동,weekday,90 
68570120502,105,0.024,미시령로,강원도,속초시,노학동,weekday,90 
69410009002,103,0.095,동해대로,강원도,고성군,죽왕면,weekday,90 
68570540102,107,0.055,학사촌길,강원도,고성군,토성면,weekday,90 
68570715802,103,0.397,동해대로,강원도,속초시,노학동,weekday,90 
68470089201,107,0.124,,강원도,속초시,대포동,weekday,90 
68570460902,107,0.059,,강원도,속초시,조양동,weekday,90 
69420061801,107,0.152,거진길,강원도,고성군,거진읍,weekday,90 
68580149401,107,0.137,천진1길,강원도,고성군,토성면,weekday,90 
68570724702,107,0.073,조양로118번길,강원도,속초시,조양동,weekday,90 
68580506401,107,0.035,교암3길,강원도,고성군,토성면,weekday,90 
68570306902,107,0.032,싸리재길,강원도,속초시,노학동,weekday,90 
68570649102,107,0.038,미시령로3337번길,강원도,속초시,노학동,weekday,90 
68570478502,107,0.168,동해대로3950번길,강원도,속초시,청호동,weekday,90 
68580120702,107,0.068,천진7길,강원도,고성군,토성면,weekday,90 
69420130701,107,0.184,거탄진로129번길,강원도,고성군,거진읍,weekday,90 
68571464401,107,0.029,,강원도,속초시,대포동,weekday,90 
68570459302,107,0.117,,강원도,속초시,조양동,weekday,90 
68570649902,107,0.074,미시령로3337번길,강원도,속초시,노학동,weekday,90 
69410158002,103,0.017,동해대로,강원도,고성군,간성읍,weekday,90 
68570306801,107,0.205,싸리재길,강원도,속초시,노학동,weekday,89 
69410124701,107,0.023,간성로,강원도,고성군,간성읍,weekday,89 
68580424401,103,0.113,동해대로,강원도,고성군,토성면,weekday,89 
68570735402,107,0.115,관광로408번길,강원도,속초시,노학동,weekday,89 
68560069301,107,0.035,장재터마을길,강원도,속초시,대포동,weekday,89 
68571336201,107,0.025,미시령로3337번길,강원도,속초시,노학동,weekday,89 
68570510501,107,0.018,미시로,강원도,속초시,노학동,weekday,89 
69410314801,107,0.01,간성로39번길,강원도,고성군,간성읍,weekday,89 
68560143502,103,0.021,동해대로,강원도,속초시,대포동,weekday,89 
69420068702,107,0.139,,강원도,고성군,거진읍,weekday,89 
68571157402,107,0.128,,강원도,속초시,영랑동,weekday,89 
68570401701,107,0.119,중앙로419번길,강원도,속초시,영랑동,weekday,89 
68570362302,107,0.238,청학로,강원도,속초시,교동,weekday,89 
69410286802,107,0.033,금수리1길,강원도,고성군,간성읍,weekday,89 
69430080802,107,0.029,,강원도,고성군,현내면,weekday,89 
68570644202,107,0.055,청대로204번길,강원도,속초시,조양동,weekday,89 
68571162801,107,0.027,미시령로,강원도,속초시,노학동,weekday,89 
69410125502,103,0.021,동해대로,강원도,고성군,간성읍,weekday,89 
68570439901,107,0.037,동해대로,강원도,속초시,노학동,weekday,89 
68570633801,107,0.051,,강원도,속초시,노학동,weekday,89 
69430035402,107,0.046,명파4길,강원도,고성군,현내면,weekday,89 
68570446001,107,0.02,먹거리2길,강원도,속초시,노학동,weekday,89 
68570627501,107,0.167,번영로179번길,강원도,속초시,영랑동,weekday,89 
68580483202,103,0.03,동해대로,강원도,고성군,토성면,weekday,89 
68570564802,107,0.098,미리내1길,강원도,속초시,청호동,weekday,89 
68570649101,107,0.038,미시령로3337번길,강원도,속초시,노학동,weekday,89 
68560404401,107,0.051,청봉로,강원도,속초시,대포동,weekday,89 
68571085802,107,0.057,영랑로3길,강원도,속초시,영랑동,weekday,89 
69410246202,107,0.122,간성로85번길,강원도,고성군,간성읍,weekday,89 
68570383901,107,0.112,번영로,강원도,속초시,동명동,weekday,89 
68570579502,107,0.063,조양로142번길,강원도,속초시,조양동,weekday,89 
68570332302,107,0.116,번영로,강원도,속초시,동명동,weekday,89 
68571024601,107,0.083,영랑해안1길,강원도,속초시,영랑동,weekday,89 
68570291702,107,0.086,,강원도,속초시,조양동,weekday,89 
68570630101,107,0.065,영랑로,강원도,속초시,영랑동,weekday,89 
68580405601,107,0.017,송지호로,강원도,고성군,죽왕면,weekday,89 
68570884002,107,0.078,중앙로,강원도,속초시,금호동,weekday,89 
68570455601,107,0.039,먹거리1길,강원도,속초시,노학동,weekday,89 
68570678502,107,0.055,울산바위길,강원도,속초시,노학동,weekday,89 
69420163401,107,0.017,거탄진로,강원도,고성군,거진읍,weekday,89 
68570707501,107,0.156,청대로,강원도,속초시,조양동,weekday,89 
68570303502,107,0.07,,강원도,속초시,노학동,weekday,89 
68580205801,103,0.364,동해대로,강원도,고성군,토성면,weekday,89 
68580122901,107,0.145,백촌길,강원도,고성군,토성면,weekday,89 
69420176802,107,0.021,태봉길,강원도,고성군,거진읍,weekday,89 
69420262401,107,0.032,죽화로,강원도,고성군,현내면,weekday,89 
68570607901,107,0.045,울산바위길,강원도,속초시,노학동,weekday,89 
68570348402,107,0.041,번영로97번길,강원도,속초시,금호동,weekday,89 
68571117002,107,0.113,,강원도,속초시,청호동,weekday,89 
68570767901,107,0.117,조양로10번길,강원도,속초시,조양동,weekday,89 
68571410002,107,0.067,,강원도,속초시,영랑동,weekday,89 
69410388401,107,0.012,간성북로,강원도,고성군,간성읍,weekday,89 
69410279401,107,0.008,건봉사로,강원도,고성군,거진읍,weekday,89 
68570739301,107,0.045,온정로,강원도,속초시,조양동,weekday,89 
69430045801,107,0.061,마직령길,강원도,고성군,현내면,weekday,89 
68571297201,107,0.04,동해대로,강원도,고성군,토성면,weekday,89 
68571098402,107,0.056,먹거리2길,강원도,속초시,노학동,weekday,89 
69410156602,107,0.012,신동호안길,강원도,고성군,간성읍,weekday,89 
69420150401,107,0.032,,강원도,고성군,거진읍,weekday,89 
69420061802,107,0.152,거진길,강원도,고성군,거진읍,weekday,89 
68470087001,107,0.02,,강원도,고성군,토성면,weekday,89 
69410406001,103,0.036,동해대로,강원도,고성군,간성읍,weekday,89 
68580125201,103,0.024,동해대로,강원도,고성군,죽왕면,weekday,89 
69510052201,107,0.046,,강원도,고성군,죽왕면,weekday,89 
68570288201,107,0.222,영랑해안길,강원도,속초시,영랑동,weekday,88 
68570455502,107,0.07,먹거리9길,강원도,속초시,노학동,weekday,88 
69420158001,107,0.085,거진길,강원도,고성군,거진읍,weekday,88 
68580382801,107,0.037,순포로,강원도,고성군,죽왕면,weekday,88 
68571215601,107,0.109,수복로201번길,강원도,속초시,금호동,weekday,88 
68571163201,107,0.026,학사평길,강원도,속초시,노학동,weekday,88 
68580153301,103,0.261,동해대로,강원도,고성군,죽왕면,weekday,88 
69410124001,107,0.052,간성로67번길,강원도,고성군,간성읍,weekday,88 
68571477101,107,0.012,대포항길,강원도,속초시,대포동,weekday,88 
68570580101,107,0.273,조양로,강원도,속초시,조양동,weekday,88 
68570802502,107,0.051,영랑로3길,강원도,속초시,영랑동,weekday,88 
68571470302,107,0.057,,강원도,속초시,노학동,weekday,88 
68570564502,107,0.295,청호해안길,강원도,속초시,청호동,weekday,88 
69410095101,103,0.016,동해대로,강원도,고성군,간성읍,weekday,88 
68580097302,107,0.1,아야진북길,강원도,고성군,토성면,weekday,88 
69510023802,103,0.021,동해대로,강원도,고성군,죽왕면,weekday,88 
68570641001,107,0.05,먹거리2길,강원도,속초시,노학동,weekday,88 
68570725801,107,0.023,동명항길,강원도,속초시,동명동,weekday,88 
68570470602,107,0.059,,강원도,속초시,청호동,weekday,88 
68570580102,107,0.273,조양로,강원도,속초시,조양동,weekday,88 
69410444001,107,0.014,,강원도,고성군,간성읍,weekday,88 
68580120701,107,0.068,천진7길,강원도,고성군,토성면,weekday,88 
68570082001,107,0.057,조양로64번길,강원도,속초시,조양동,weekday,88 
69510030601,103,0.121,동해대로,강원도,고성군,죽왕면,weekday,88 
69410322002,107,0.016,송죽2길,강원도,고성군,거진읍,weekday,88 
69420148401,107,0.016,,강원도,고성군,거진읍,weekday,88 
69410280801,107,0.078,간성북로7번길,강원도,고성군,간성읍,weekday,88 
68560308802,107,0.065,설악산로,강원도,속초시,대포동,weekday,88 
68570334902,107,0.127,번영로105번길,강원도,속초시,동명동,weekday,88 
68570315601,107,0.035,선사로1길,강원도,속초시,조양동,weekday,88 
68570461102,107,0.06,엑스포로,강원도,속초시,조양동,weekday,88 
69410185402,103,0.481,동해대로,강원도,고성군,죽왕면,weekday,88 
68570439401,107,0.047,배움터길,강원도,속초시,노학동,weekday,88 
68570624602,107,0.049,관광로408번길,강원도,속초시,노학동,weekday,88 
68570446602,107,0.095,먹거리3길,강원도,속초시,노학동,weekday,88 
68570545401,107,0.22,장사항해안길,강원도,속초시,영랑동,weekday,88 
69510030501,103,0.259,동해대로,강원도,고성군,죽왕면,weekday,88 
69410066901,107,0.124,간성로85번길,강원도,고성군,간성읍,weekday,88 
68380005102,103,0.033,진부령로,강원도,고성군,간성읍,weekday,88 
69420087602,107,0.021,백두대간로,강원도,고성군,거진읍,weekday,88 
68570568102,107,0.119,수복로187번길,강원도,속초시,금호동,weekday,88 
68580426602,107,0.031,고성대로,강원도,고성군,토성면,weekday,88 
69420258902,103,0.426,동해대로,강원도,고성군,현내면,weekday,88 
68570408002,107,0.159,,강원도,속초시,금호동,weekday,88 
68571286401,107,0.043,대포항길,강원도,속초시,대포동,weekday,88 
69420047101,107,0.081,거탄진로129번길,강원도,고성군,거진읍,weekday,88 
68570884001,107,0.078,중앙로,강원도,속초시,금호동,weekday,88 
69430014902,107,0.011,마직령길,강원도,고성군,현내면,weekday,88 
69410079401,107,0.028,향목서길,강원도,고성군,죽왕면,weekday,88 
68570080501,107,0.288,선사로1길,강원도,속초시,조양동,weekday,88 
68580097502,107,0.067,아야진북길,강원도,고성군,토성면,weekday,88 
69410171201,103,0.075,진부령로,강원도,고성군,간성읍,weekday,88 
68571159202,107,0.037,,강원도,속초시,영랑동,weekday,88 
69420133301,107,0.027,,강원도,고성군,거진읍,weekday,88 
68570552901,107,0.05,중앙로187번길,강원도,속초시,동명동,weekday,88 
68380004402,103,0.029,진부령로,강원도,고성군,간성읍,weekday,87 
68580427001,103,0.034,동해대로,강원도,고성군,토성면,weekday,87 
69420085301,107,0.042,,강원도,고성군,거진읍,weekday,87 
68570302201,107,0.039,동해대로,강원도,고성군,토성면,weekday,87 
68570630002,107,0.144,영랑로,강원도,속초시,영랑동,weekday,87 
68570855502,107,0.017,영랑호반길,강원도,속초시,동명동,weekday,87 
68580536402,103,0.046,동해대로,강원도,고성군,토성면,weekday,87 
69410159202,103,0.041,진부령로,강원도,고성군,간성읍,weekday,87 
69410075701,107,0.259,향목길,강원도,고성군,죽왕면,weekday,87 
68580536401,103,0.046,동해대로,강원도,고성군,토성면,weekday,87 
68580056302,107,0.06,오호길,강원도,고성군,죽왕면,weekday,87 
68570732301,107,0.234,조양로21번길,강원도,속초시,조양동,weekday,87 
68571422001,107,0.012,고성대로,강원도,고성군,토성면,weekday,87 
68470087201,107,0.016,,강원도,고성군,토성면,weekday,87 
68580511802,107,0.011,백촌3길,강원도,고성군,토성면,weekday,87 
68580144101,103,0.334,동해대로,강원도,고성군,죽왕면,weekday,87 
68580189701,107,0.107,삼포해변길,강원도,고성군,죽왕면,weekday,87 
68570891802,107,0.048,온정로1길,강원도,속초시,조양동,weekday,87 
69430059602,103,0.45,동해대로,강원도,고성군,현내면,weekday,87 
68580120401,107,0.057,천진1길,강원도,고성군,토성면,weekday,87 
68570631302,107,0.064,아바이마을길,강원도,속초시,청호동,weekday,87 
68570579801,107,0.101,조양로142번길,강원도,속초시,조양동,weekday,87 
68570631301,107,0.064,아바이마을길,강원도,속초시,청호동,weekday,87 
68380011401,103,0.015,진부령로,강원도,고성군,간성읍,weekday,87 
68560472101,107,0.019,떡밭재로,강원도,속초시,대포동,weekday,87 
68570685401,107,0.041,고성대로,강원도,고성군,토성면,weekday,87 
68580125102,103,0.124,동해대로,강원도,고성군,죽왕면,weekday,87 
68570818901,107,0.102,청호로,강원도,속초시,청호동,weekday,87 
68470061201,107,0.017,,강원도,고성군,토성면,weekday,87 
68570065201,107,0.055,조양로118번길,강원도,속초시,조양동,weekday,87 
68570670101,107,0.039,바람꽃마을1길,강원도,속초시,노학동,weekday,87 
68570674101,107,0.054,미시령로2983번길,강원도,속초시,영랑동,weekday,87 
69410231601,107,0.039,수성안길,강원도,고성군,간성읍,weekday,87 
68570528401,107,0.016,동해대로,강원도,고성군,토성면,weekday,87 
69420067502,107,0.29,거진항길,강원도,고성군,거진읍,weekday,87 
68570699701,107,0.016,청대로351번길,강원도,속초시,노학동,weekday,87 
68570545402,107,0.22,장사항해안길,강원도,속초시,영랑동,weekday,87 
68571420402,107,0.033,고성대로,강원도,고성군,토성면,weekday,87 
68470078002,107,0.034,,강원도,고성군,토성면,weekday,87 
69420050101,107,0.124,거진길,강원도,고성군,거진읍,weekday,87 
68570625902,107,0.177,,강원도,속초시,조양동,weekday,87 
68380012202,103,0.013,진부령로,강원도,고성군,간성읍,weekday,87 
68480007701,107,0.205,소똥령마을길,강원도,고성군,간성읍,weekday,87 
68570474101,107,0.043,사당골길,강원도,속초시,노학동,weekday,87 
69410120002,107,0.011,구성길,강원도,고성군,간성읍,weekday,87 
69410149502,107,0.015,수성안길,강원도,고성군,간성읍,weekday,87 
68570076801,107,0.087,논산길,강원도,속초시,조양동,weekday,87 
69410300801,107,0.071,간성북로,강원도,고성군,간성읍,weekday,87 
68571289801,107,0.064,,강원도,속초시,영랑동,weekday,87 
68580082401,107,0.117,자작도선사길,강원도,고성군,죽왕면,weekday,87 
68571086001,107,0.091,영랑로3길,강원도,속초시,영랑동,weekday,87 
68571026601,107,0.052,영랑해안7길,강원도,속초시,영랑동,weekday,87 
68380004401,103,0.029,진부령로,강원도,고성군,간성읍,weekday,87 
69410231201,107,0.051,,강원도,고성군,간성읍,weekday,87 
69430059402,103,0.022,동해대로,강원도,고성군,현내면,weekday,86 
69420123002,107,0.007,행랑골길,강원도,고성군,거진읍,weekday,86 
68571298401,107,0.037,동해대로,강원도,속초시,대포동,weekday,86 
68580495801,107,0.016,아야진해변길,강원도,고성군,토성면,weekday,86 
68570459301,107,0.117,,강원도,속초시,조양동,weekday,86 
68571243601,107,0.079,번영로200번길,강원도,속초시,영랑동,weekday,86 
68571112402,107,0.035,조양상가길,강원도,속초시,조양동,weekday,86 
68570478501,107,0.168,동해대로3950번길,강원도,속초시,청호동,weekday,86 
69410157801,103,0.05,동해대로,강원도,고성군,간성읍,weekday,86 
68570541302,103,0.175,동해대로,강원도,고성군,토성면,weekday,86 
68570266802,107,0.259,청초호반로,강원도,속초시,교동,weekday,86 
68570891801,107,0.048,온정로1길,강원도,속초시,조양동,weekday,86 
68570592601,107,0.199,미시령로3359번길,강원도,속초시,교동,weekday,86 
68571474701,107,0.022,,강원도,속초시,대포동,weekday,86 
68580513001,107,0.008,심층수길,강원도,고성군,죽왕면,weekday,86 
69420130702,107,0.184,거탄진로129번길,강원도,고성군,거진읍,weekday,86 
68580427202,103,0.061,동해대로,강원도,고성군,토성면,weekday,86 
68570657102,107,0.149,번영로,강원도,속초시,금호동,weekday,86 
69410304202,107,0.051,고성중앙길,강원도,고성군,간성읍,weekday,86 
68570581601,107,0.171,청대로204번길,강원도,속초시,조양동,weekday,86 
68571452702,107,0.066,,강원도,속초시,노학동,weekday,86 
69420270101,103,0.02,동해대로,강원도,고성군,거진읍,weekday,86 
69410064401,103,0.018,진부령로,강원도,고성군,간성읍,weekday,86 
69410064601,103,0.049,진부령로,강원도,고성군,간성읍,weekday,86 
69410154401,107,0.066,간성로67번길,강원도,고성군,간성읍,weekday,86 
69410271002,103,0.016,진부령로,강원도,고성군,간성읍,weekday,86 
68571480801,107,0.096,관광로408번길,강원도,속초시,노학동,weekday,86 
69420087601,107,0.021,백두대간로,강원도,고성군,거진읍,weekday,86 
69410159402,103,0.132,진부령로,강원도,고성군,거진읍,weekday,86 
68570522801,107,0.189,영랑호반길,강원도,속초시,금호동,weekday,86 
68570283201,107,0.073,먹거리1길,강원도,속초시,노학동,weekday,86 
68470067002,107,0.157,,강원도,고성군,토성면,weekday,86 
69410461701,107,0.077,간성로30번길,강원도,고성군,간성읍,weekday,86 
68570431502,107,0.04,만천길,강원도,속초시,노학동,weekday,86 
69410061102,107,0.012,광해길,강원도,고성군,간성읍,weekday,86 
68580125402,103,0.481,동해대로,강원도,고성군,죽왕면,weekday,86 
68571481102,107,0.101,청호로2길,강원도,속초시,청호동,weekday,86 
68580414401,107,0.019,화원길,강원도,고성군,토성면,weekday,86 
69510032401,107,0.039,가진해변길,강원도,고성군,죽왕면,weekday,86 
68571414401,107,0.032,미시령로3359번길,강원도,속초시,교동,weekday,86 
68570855402,107,0.06,,강원도,속초시,동명동,weekday,86 
69510040501,107,0.064,,강원도,고성군,죽왕면,weekday,86 
68570425101,107,0.086,밤골2길,강원도,속초시,노학동,weekday,86 
68570564501,107,0.295,청호해안길,강원도,속초시,청호동,weekday,86 
68570556402,107,0.029,싸리재길,강원도,속초시,노학동,weekday,86 
69410286801,107,0.033,금수리1길,강원도,고성군,간성읍,weekday,86 
68580227201,107,0.025,아야진해변길,강원도,고성군,토성면,weekday,86 
68570451402,107,0.039,엑스포로2길,강원도,속초시,노학동,weekday,86 
68580082402,107,0.117,자작도선사길,강원도,고성군,죽왕면,weekday,86 
69420269802,107,0.038,거평로,강원도,고성군,거진읍,weekday,86 
68580483001,103,0.016,동해대로,강원도,고성군,토성면,weekday,85 
68470065001,107,0.047,,강원도,고성군,토성면,weekday,85 
68571452701,107,0.066,,강원도,속초시,노학동,weekday,85 
68570448302,107,0.237,만천7길,강원도,속초시,노학동,weekday,85 
68571413202,107,0.02,성대로,강원도,고성군,토성면,weekday,85 
68571420202,107,0.016,고성대로,강원도,고성군,토성면,weekday,85 
69410100401,107,0.051,간성로29번길,강원도,고성군,간성읍,weekday,85 
68470019401,107,0.023,,강원도,고성군,토성면,weekday,85 
68570243601,107,0.173,사진길,강원도,속초시,영랑동,weekday,85 
68571050602,107,0.037,청대로204번길,강원도,속초시,조양동,weekday,85 
69420254802,107,0.228,,강원도,고성군,거진읍,weekday,85 
68570291701,107,0.086,,강원도,속초시,조양동,weekday,85 
68570564401,107,0.02,해오름로188번길,강원도,속초시,청호동,weekday,85 
68570410101,107,0.181,번영로97번길,강원도,속초시,금호동,weekday,85 
68570425102,107,0.086,밤골2길,강원도,속초시,노학동,weekday,85 
68570800702,107,0.071,먹거리길,강원도,속초시,노학동,weekday,85 
68570320701,107,0.064,중앙로,강원도,속초시,금호동,weekday,85 
68570462901,107,0.212,엑스포로1길,강원도,속초시,조양동,weekday,85 
68470051601,105,0.128,미시령로,강원도,고성군,토성면,weekday,85 
69420117901,107,0.049,,강원도,고성군,거진읍,weekday,85 
68570332101,107,0.079,번영로200번길,강원도,속초시,영랑동,weekday,85 
69510012702,103,0.504,동해대로,강원도,고성군,죽왕면,weekday,85 
68580403201,107,0.013,화원길,강원도,고성군,토성면,weekday,85 
68570067402,107,0.043,조양로118번길,강원도,속초시,조양동,weekday,85 
68580209402,103,0.412,동해대로,강원도,고성군,토성면,weekday,85 
68470035501,107,0.042,미시령옛길,강원도,고성군,토성면,weekday,85 
68570447001,107,0.127,교동로,강원도,속초시,교동,weekday,85 
68570551101,105,0.204,동해대로,강원도,속초시,노학동,weekday,85 
68571441002,107,0.08,온정로1길,강원도,속초시,조양동,weekday,85 
68570601002,107,0.136,,강원도,속초시,조양동,weekday,85 
68570581402,107,0.242,소평로,강원도,속초시,조양동,weekday,85 
69410388402,107,0.012,간성북로,강원도,고성군,간성읍,weekday,85 
69510030902,107,0.603,,강원도,고성군,죽왕면,weekday,85 
68571441201,107,0.031,온정로1길,강원도,속초시,조양동,weekday,85 
69430055401,103,0.094,동해대로,강원도,고성군,현내면,weekday,85 
68570642002,107,0.117,먹거리길,강원도,속초시,노학동,weekday,85 
68570079501,107,0.066,조양로64번길,강원도,속초시,조양동,weekday,85 
69430087602,107,0.018,,강원도,고성군,현내면,weekday,85 
69420260502,103,0.222,동해대로,강원도,고성군,현내면,weekday,85 
68570625901,107,0.177,,강원도,속초시,조양동,weekday,85 
69420270002,103,0.023,동해대로,강원도,고성군,거진읍,weekday,85 
68570540101,107,0.055,학사촌길,강원도,고성군,토성면,weekday,85 
68580115402,103,0.024,동해대로,강원도,고성군,토성면,weekday,85 
68570408001,107,0.159,,강원도,속초시,금호동,weekday,85 
68571420201,107,0.016,고성대로,강원도,고성군,토성면,weekday,85 
68570910002,107,0.044,동해대로3930번길,강원도,속초시,대포동,weekday,85 
68571399401,107,0.175,,강원도,속초시,노학동,weekday,85 
69430087401,103,1.099,동해대로,강원도,고성군,현내면,weekday,85 
68570375002,107,0.041,해오름로,강원도,속초시,대포동,weekday,85 
68571179402,107,0.032,장성천길,강원도,속초시,노학동,weekday,85 
68570606601,105,0.014,미시령로,강원도,고성군,토성면,weekday,84 
69410319002,107,0.033,자산천로,강원도,고성군,거진읍,weekday,84 
69410063702,103,0.101,진부령로,강원도,고성군,간성읍,weekday,84 
69420163402,107,0.017,거탄진로,강원도,고성군,거진읍,weekday,84 
69430080402,103,0.024,동해대로,강원도,고성군,현내면,weekday,84 
68570471801,107,0.139,미리내길,강원도,속초시,청호동,weekday,84 
69410096402,107,0.089,수성로,강원도,고성군,간성읍,weekday,84 
68571163602,107,0.019,학사평길,강원도,속초시,노학동,weekday,84 
68570404801,107,0.114,,강원도,속초시,영랑동,weekday,84 
68560145202,107,0.102,설악산로,강원도,속초시,대포동,weekday,84 
68580205802,103,0.364,동해대로,강원도,고성군,토성면,weekday,84 
68380013201,103,1.313,진부령로,강원도,고성군,간성읍,weekday,84 
68570625802,107,0.197,온정로,강원도,속초시,조양동,weekday,84 
68470034001,105,0.019,미시령로,강원도,고성군,토성면,weekday,84 
68580506601,107,0.032,교암3길,강원도,고성군,토성면,weekday,84 
68580109901,107,0.24,장새미길,강원도,고성군,토성면,weekday,84 
69410430602,107,0.007,수성로,강원도,고성군,간성읍,weekday,84 
68570502301,107,0.159,,강원도,고성군,토성면,weekday,84 
68571453002,107,0.061,,강원도,속초시,노학동,weekday,84 
68570446002,107,0.02,먹거리2길,강원도,속초시,노학동,weekday,84 
68571283801,107,0.064,,강원도,속초시,대포동,weekday,84 
69420067501,107,0.29,거진항길,강원도,고성군,거진읍,weekday,84 
68570855501,107,0.017,영랑호반길,강원도,속초시,동명동,weekday,84 
68571254201,107,0.131,중앙로187번길,강원도,속초시,동명동,weekday,84 
68571443001,107,0.167,,강원도,속초시,조양동,weekday,84 
68470078402,107,0.078,,강원도,고성군,토성면,weekday,84 
68470064801,107,0.091,,강원도,고성군,토성면,weekday,84 
68570802501,107,0.051,영랑로3길,강원도,속초시,영랑동,weekday,84 
68571290801,107,0.019,,강원도,속초시,영랑동,weekday,84 
68570646501,107,0.203,엑스포로1길,강원도,속초시,조양동,weekday,84 
69410103402,103,0.044,동해대로,강원도,고성군,간성읍,weekday,84 
69410113902,107,0.124,수성로,강원도,고성군,간성읍,weekday,84 
69510040502,107,0.064,,강원도,고성군,죽왕면,weekday,84 
68571300002,103,0.008,동해대로,강원도,고성군,토성면,weekday,84 
68570361502,107,0.221,중앙시장로,강원도,속초시,금호동,weekday,84 
69410333001,103,0.088,동해대로,강원도,고성군,거진읍,weekday,84 
69410064402,103,0.018,진부령로,강원도,고성군,간성읍,weekday,84 
68570648801,107,0.065,미시령로3337번길,강원도,속초시,노학동,weekday,84 
68570709101,107,0.088,,강원도,속초시,교동,weekday,84 
68570268201,107,0.021,만천2길,강원도,속초시,노학동,weekday,84 
69410280802,107,0.078,간성북로7번길,강원도,고성군,간성읍,weekday,84 
68380007801,103,0.599,진부령로,강원도,고성군,간성읍,weekday,84 
68571096801,105,0.006,동해대로,강원도,속초시,노학동,weekday,84 
69510051201,107,0.094,송지호로,강원도,고성군,죽왕면,weekday,84 
68570271501,107,0.256,밤골5길,강원도,속초시,노학동,weekday,84 
68570306802,107,0.205,싸리재길,강원도,속초시,노학동,weekday,84 
69430081201,103,0.025,동해대로,강원도,고성군,현내면,weekday,84 
68470021001,107,0.037,,강원도,고성군,토성면,weekday,84 
69420090602,107,0.321,대진3길,강원도,고성군,현내면,weekday,84 
68570564801,107,0.098,미리내1길,강원도,속초시,청호동,weekday,84 
68570379902,103,0.228,동해대로,강원도,고성군,토성면,weekday,83 
68570461201,107,0.056,엑스포로,강원도,속초시,조양동,weekday,83 
68570650101,107,0.041,미시령로3337번길,강원도,속초시,노학동,weekday,83 
68570446702,107,0.096,먹거리2길,강원도,속초시,노학동,weekday,83 
68580126102,103,0.014,동해대로,강원도,고성군,죽왕면,weekday,83 
68571326202,107,0.035,중앙로187번길,강원도,속초시,금호동,weekday,83 
68571464901,107,0.038,대포항희망길,강원도,속초시,대포동,weekday,83 
68580466202,107,0.074,,강원도,고성군,죽왕면,weekday,83 
68570072702,107,0.055,먹거리2길,강원도,속초시,노학동,weekday,83 
68570081902,107,0.11,선사로,강원도,속초시,조양동,weekday,83 
69410154402,107,0.066,간성로67번길,강원도,고성군,간성읍,weekday,83 
69430059601,103,0.45,동해대로,강원도,고성군,현내면,weekday,83 
68470057201,107,0.021,설악산로,강원도,속초시,대포동,weekday,83 
68580071101,107,0.133,심층수길,강원도,고성군,죽왕면,weekday,83 
68571243201,107,0.175,영랑로4길,강원도,속초시,영랑동,weekday,83 
69420148601,107,0.014,자산천로,강원도,고성군,거진읍,weekday,83 
68580513201,107,0.024,심층수길,강원도,고성군,죽왕면,weekday,83 
68570707301,107,0.067,만천길,강원도,속초시,노학동,weekday,83 
68570292302,107,0.128,,강원도,속초시,노학동,weekday,83 
69410314002,107,0.182,간성북로7번길,강원도,고성군,간성읍,weekday,83 
69510040401,107,0.069,,강원도,고성군,죽왕면,weekday,83 
68570448301,107,0.237,만천7길,강원도,속초시,노학동,weekday,83 
68580286202,107,0.032,삼포해변길,강원도,고성군,죽왕면,weekday,83 
68570541301,103,0.175,동해대로,강원도,고성군,토성면,weekday,83 
68571121002,107,0.056,,강원도,속초시,영랑동,weekday,83 
68571086002,107,0.091,영랑로3길,강원도,속초시,영랑동,weekday,83 
68570581902,107,0.309,조양상가길,강원도,속초시,조양동,weekday,83 
69420270402,103,0.809,동해대로,강원도,고성군,현내면,weekday,83 
